BusinessID,anurag,alisa,dixin,ronnie (haining),minyi,anthony,vignesh,alex,tuan ,yuxuan,bingjie,xiaoran,ruixuan,hongbo,chen,jimmy,keerat,yulin
00003A17,36821.38606,2743840,582091.6,337733.12,3997582.372,8317.682693,8454.87,603020.46,3743.259828,1212807.1,339141.5126,363714.2569,26455.02214,109613.5313,72380.0245,536265.9881,333972.1383,61240
00003A35,18490.57648,1812160,384871.5,269487.97,3997582.372,6999.943105,10025.06,360911.2,3078.461181,1284786.2,218810.5682,229220.8762,18947.30963,111079.4845,44180.19804,661692.8597,215327.6202,50258
0006A149,19598.98789,2422360,535389.6,327063.5,3997582.372,5002.352027,3015.98,533922.4,2514.409051,1403261.8,288819.46,332168.0731,17215.55022,75948.20456,65113.24023,3683759.057,952600,47272
0000A221,10717.13454,4304800,1056822,465829.94,3997582.372,4061.753739,2212.84,1019988.53,2615.79758,1602149.5,523377.8343,572894.7781,39109.50292,105371.1626,23278.60082,75256.36699,772700,22394
0001A225,15577.8847,1907200,483963,197485.75,3997582.372,11707.14701,2257.46,409178.58,2457.049325,1112695.6,233031.016,262324.2658,24985.877,66578.03268,58074.71754,608759.7506,5000,41001
0006A238,29676.50817,1858960,393784.3,271971.53,3997582.372,4250.892664,5034.01,389294.75,5363.534287,1189816.1,218024.4289,241179.2189,25678.98486,46626.75647,61296.92572,703885.846,120354.3042,21382
0005A383,25921.92486,3388960,695472.9,106757.53,3997582.372,4642.444165,2454.76,659630.98,2544.011904,1524998.2,406645.2303,463501.7585,25467.80871,125494.8396,73354.14691,598228.8527,5000,40934
0005A594,1366.407228,1505080,318781.4,185385.19,3997582.372,9692.399975,4883.76,342838.35,2126.951312,1074998.6,183081.6422,192763.097,29608.98125,28438.88621,61308.31261,2308190.508,303477.617,58616
0005A842,1343.411509,1464040,320243.2,186495.3,3997582.372,13968.77008,1828.8,294993.63,2013.133831,1248833.5,174180.7378,187316.4243,33477.14767,25617.18836,39661.55004,1893459.38,776800,44263
0004A920,9065.780044,873640,239248.8,105653.234,3997582.372,3649.708015,3441.16,206137.97,2122.410639,1120337.2,97579.38075,111040.0455,26072.70611,105054.8366,44494.45885,698123.4835,5000,45215
0004A922,23882.96624,2011600,560734,318692.97,3997582.372,7291.206799,2182.83,425418.11,3150.079931,1315327.2,246188.5334,263454.8516,46159.12405,104430.4947,60768.57015,1029166.328,1347400,29386
0002A923,22967.97579,2866600,663864,289465.12,3997582.372,7228.492989,5977.48,617980.9,2983.518882,1458248.1,352246.0573,393421.8837,21490.32961,106942.1725,62556.38008,773349.4506,1055900,44389
001A1037,25047.07155,3454840,879769.8,135322.9,3997582.372,7375.582156,8466.38,804697.8,2583.553441,1368263.4,414758.0566,472875.9721,28886.99933,65907.60369,42389.87067,279731.8522,5000,60599
007A1121,11041.11613,1398520,286491.6,143453.67,3997582.372,6844.697972,2112.49,272759.52,2292.977281,1192448.2,168170.215,188401.9332,46279.27522,54574.9466,64094.23839,1298625.142,5000,46827
006A1175,1319.42949,1081720,217344.8,120321.58,3997582.372,24504.68091,1765.38,264848.54,2093.133331,1008959.25,130594.1436,136912.2632,26037.99351,52289.32118,37399.5979,4739882.884,180138.5163,40633
006A1236,150335.6738,5798800,1214317,1537299.2,3997582.372,9731.430174,2100.9,1439112.13,16014.07092,1606736,699213.065,805787.9243,47750.73597,99775.11794,47745.37795,20650.67009,142268.3103,22746
005A1491,25342.7965,2864440,735745,292722.78,3997582.372,16527.9773,10237.6,638877.82,2936.091966,1268168.6,352148.4038,364334.6327,24815.75117,104598.7605,30151.03711,1012161.257,862900,25773
004A1558,1250,3500200,902016,256264.05,3997582.372,9646.243978,9739.43,697734.61,2330.261282,1352604,411874.8814,427448.3495,38474.68195,54112.91006,66045.31426,389680.3525,1255400,50627
006A1667,8855.412546,1064080,262521.7,65087.406,3997582.372,6583.46187,3928.5,272719.98,2049.308094,1172226.5,127279.1545,130160.7084,37437.63838,112819.4601,74495.16036,2607669.414,1109100,20919
004A1728,20744.07401,1918000,523447.5,212390.03,3997582.372,5379.79471,3844.19,435873.32,2577.119344,1255863.8,234433.4922,279513.7255,36895.01379,63995.49824,67927.78406,888019.9194,255836.4524,50356
003A2016,16533.67389,1490320,381431.4,161912.22,3997582.372,12976.76438,1921.24,314508.28,1890.803177,1081930.4,166538.988,185676.9697,25501.13853,100463.9585,59993.82757,4815839.33,879400,75826
004A2103,1250.000001,3686680,882515.6,203042.69,3997582.372,13662.31269,9122.08,948858.3,2104.685025,1387632,441264.1185,485648.6411,26187.90918,103015.7827,34857.95563,1154216.336,927000,155691
001A2285,23036.22894,1000,1056294,623491.5,3997582.372,11896.46365,3981.67,994455.5,2666.434538,1482477.8,547398.8903,614752.2298,22596.97405,26702.03997,39195.88919,91597.18309,83018.20587,35204
004A2306,44325.80613,2131480,594167.2,104883.625,3997582.372,9613.925933,4213.6,539041.21,7050.035067,1210866.2,260213.4572,285675.1244,22102.86698,61722.52244,37691.66552,2313973.671,123308.5201,52913
003A2352,15823.5409,3576160,993100,610898.6,3997582.372,7076.283594,2075.81,731792.98,2265.056873,1382797.4,422003.4305,481797.9288,41514.54418,108445.9723,71879.86791,366844.34,5000,20155
008A2402,1250,1648720,403233.7,172818.66,3997582.372,13357.6068,4666.71,407422.36,4559.988624,1085028,191926.5393,215387.3143,29596.75924,106260.5238,28278.32636,3870184.74,954900,39197
005A2531,11457.39226,2064880,526862.7,469261.38,3997582.372,27190.34374,1798.62,407248.74,2209.920556,1280226.5,240410.087,272249.9827,33172.18436,92522.0873,24766.59299,1022964.451,253312.3921,43487
002A2838,15129.75526,2240200,579082,494490.5,3997582.372,5816.658564,2209.2,446832.96,2387.524625,1294879.5,270908.8471,302821.3783,21880.46743,93018.53856,36404.78781,1072131.969,5000,23430
007A2846,36284.87627,5143600,1087088.5,668755,3997582.372,17657.33436,5329.96,1229075.26,3610.745315,1757914.1,631748.5731,718744.7888,37852.13532,70564.30304,42321.1938,87972.39771,5000,50544
004A3071,1250.000001,2852560,615461.7,342783.53,3997582.372,13467.43255,3798.68,661269.48,2496.954346,1407300.5,352507.5377,382258.4561,43275.64772,94649.955,51560.06716,924415.576,5000,40362
006A3101,1250.000002,4293640,1179283.6,374380.38,3997582.372,14244.39469,3260.64,1099976.1,2741.893861,1406135.9,529143.2807,584857.0874,33390.83152,70310.44207,63595.49608,548812.961,1005300,19630
003A3255,17466.80944,3049480,704537.6,238986.84,3997582.372,13286.66512,5739.01,730513.31,2522.247235,1351027.5,365902.1762,408240.2885,34852.68729,66961.45032,72222.9939,346895.1568,1055800,38535
007A3266,49374.47163,3114280,746322.4,334415.47,3997582.372,17405.94849,2428.01,730655,3460.135735,1404602.5,379358.2202,410710.1865,40564.30906,78911.60315,31964.6892,1037050.042,977900,46776
008A3268,31971.38837,1750960,411726.7,236041.39,3997582.372,14856.08652,2052.79,426233.53,4718.546493,1091662.9,204993.4905,232466.4639,30435.31982,85819.47036,35867.08057,1207229.942,5000,58262
003A3327,1250.000002,4589560,920261.2,857619.7,3997582.372,17304.94361,5969.34,1090472.81,2409.816418,1652276.5,556985.3977,626854.6959,31557.92105,109787.9839,71549.63452,292010.7287,5000,44928
005A3329,1250.000001,3426040,809641.4,442541.4,3997582.372,6343.288355,2823.93,786407.36,2195.647008,1485578.4,411810.8105,449993.5591,34970.39191,85439.12756,66548.92498,205097.7552,1438200,57850
005A3332,1332.587609,2500480,546414.1,202393.2,3997582.372,9048.305207,1802.85,583947.53,2925.667522,1333721,309672.1886,345658.0809,47176.99043,34213.42621,68380.72491,1014268.648,120354.3042,23210
006A3371,16751.9491,1701280,422236.2,439771.56,3997582.372,16858.09305,9325.21,444469.18,2343.580459,1259488.5,201885.3847,230140.3338,30330.99674,65572.6077,53433.09665,1206231.652,5000,22956
007A3429,24253.30456,3657880,959931,391354.66,243693.5265,25794.46317,303370.2,896068.01,2850.855507,1314858.8,447212.5569,504134.6864,46226.61603,63639.80131,54926.28377,4056036.892,5000,35863
002A3457,21198.51663,2491480,592180.8,387141.78,3997582.372,21780.88321,7121.09,505514.11,2399.557617,1398960.8,304303.3901,333422.8987,44488.91213,51222.2483,51482.97331,798715.3882,147715.1842,74760
007A3633,9258.207202,1304200,274034,179881.72,3997582.372,11247.56152,1740.09,342215.36,2261.481328,1041262.56,155164.5946,175247.7531,27406.95103,138911.3595,48713.84791,648379.8237,5000,38584
001A3951,37128.50922,2626480,716901.9,321840.3,3997582.372,16168.11502,3420.14,674972.82,6158.15677,1396650.4,324277.8141,363458.079,34920.21982,67316.00863,62391.41161,727889.7289,1090100,27756
005A4027,9979.440764,1306000,279850,229513.72,3997582.372,18685.64315,1812.25,291690.42,1910.71102,1228996.2,145801.844,156584.7219,33342.94159,39249.36897,34058.37822,548735.5878,5000,92183
008A4028,14178.22605,1570960,389873.4,179322.4,3997582.372,8048.895889,1946.99,357597.67,2573.339718,1207476.5,194620.5293,212546.3271,72199.75949,88043.89945,71544.98777,1650043.599,81572.47282,53777
005A4123,12452.26737,1392760,298455.2,141477.48,3997582.372,8993.909262,2115.4,358674.32,2161.002036,1157081.6,164779.5508,189316.4589,69086.80738,87600.8397,34033.64435,141980023.9,187237.9453,25734
000A4136,13431.05985,1165240,237375.6,114435.03,3997582.372,23183.63015,2488.51,250593.11,2091.872176,1141038.5,135135.0332,161348.5414,55659.38749,69697.51035,40216.91895,979999.6868,1209200,59176
005A4164,18819.95128,1000,783580.8,578760.4,3997582.372,13344.24514,2460.79,772964.34,2193.489288,1575853.4,447848.4107,523450.7388,31913.46318,88250.19192,66969.87104,92680.61446,98998.45608,31640
003A4223,34445.98806,2069920,495966.1,198799.66,3997582.372,3877.216361,5176.01,507560.78,3989.996792,1308705,245136.8582,286784.1017,41275.57469,124128.3581,48869.11858,788791.1454,5000,38089
005A4241,14798.58191,1290880,292731.1,108429.19,3997582.372,9828.871704,2851.08,261769.12,1930.485072,1241184.8,146244.8147,159995.1814,31292.4662,80229.05651,69642.92654,1114522.934,995800,35468
004A4353,12961.40054,1386280,345165.6,253963.06,3997582.372,17017.18221,3276.47,317503.83,2267.013774,1170035,165569.8953,175425.9955,28600.36631,90991.50103,36782.0326,1856378.692,1385500,32249
002A4379,18989.33187,3487960,884331.8,425820.44,3997582.372,13181.90405,2006.98,868816.68,2671.082561,1425575,420061.0148,469445.8168,31671.31893,98254.76599,67615.07653,312935.5127,5000,63915
004A4389,51121.00622,5365360,1275525.6,1577582.5,3997582.372,11030.18488,12490.91,1200465.1,3332.276239,1608768.2,643311.0335,744153.2036,38576.51895,115630.4197,58179.06001,100586.2464,184454.8219,20740
002A4434,142188.6071,3889720,910608.6,44515,91691.33438,18196.04736,121606.59,840044.9,25156.6499,1511852.8,474453.7435,567809.7482,47355.7545,79132.63063,38368.81451,327876.6687,799700,69427
007A4437,44752.99661,2349280,494443.4,296740.22,3997582.372,20424.12967,11125.5,490130.52,8115.675769,1393657,285737.6086,314844.3406,37968.13543,55509.87263,28921.26045,718603.6428,5000,21619
007A4742,1250,2111320,550441.8,351768.62,3997582.372,10851.57248,2471.07,431454.65,3133.830919,1334350.6,261407.3722,259796.8687,41434.64103,94834.31232,61579.34592,1058401.938,1299000,24236
004A4821,1250.000001,3294640,688919.7,288200.2,3997582.372,18164.88601,2572.6,670718.53,2043.862291,1363097.5,388265.7918,432061.085,41913.03302,108739.8823,76813.14519,149370.4904,5000,25920
003A4928,27212.15258,2398240,656577.4,275901.72,3997582.372,14335.47395,2292.2,539215.57,3334.98776,1330899.4,297854.927,328731.9969,42101.75666,70232.92739,51712.73497,685153.6823,92638.73382,69244
008A4944,2586.771146,1955800,536484,286806.8,3997582.372,18419.11005,8826,397768.68,4554.357467,1337568.8,228427.7769,257159.347,35527.22838,51196.36763,76117.2196,1409688.846,114482.0158,35411
007A5076,12184.16432,963280,254202.3,131673.86,3997582.372,44573.01512,1907.21,217247.2,1956.675884,1085431.9,109381.2188,118187.1392,32762.67088,74653.72943,81845.09672,2186163.48,152741.892,47563
001A5197,19142.46642,3164320,830371.5,342676.06,3997582.372,14239.02322,3804.22,773686.34,2232.11722,1417022.6,374219.4775,421903.312,48164.36024,92295.91256,43921.45827,253920.6798,149516.8985,20846
006A5235,23561.69796,2333440,623927.7,225372.47,3997582.372,11886.05616,6125.5,562167.71,3570.946375,1392744,286571.1886,298023.8024,35547.37024,113090.6537,66480.32281,1407250.303,145964.7212,45295
002A5398,28857.25838,1586080,352240,211107.78,3997582.372,19675.13237,5391.68,311491.79,4414.384504,1295262.2,184136.784,209795.8982,38202.91568,55924.67819,59910.44458,1270422.006,1108100,34278
003A5675,17925.77937,1351360,265570.8,177602,3997582.372,20318.45031,2070.35,344863.56,1967.429904,1036841.4,156940.8588,167766.5801,30374.53456,56540.6255,60975.05517,1404731.35,810700,24800
003A5676,1250.000002,3964600,1081182,320417.9,3997582.372,13696.8609,3060.34,894544.4,2462.618232,1437131,482190.7478,532875.6484,23269.22273,65996.02397,43221.1848,637824.0171,5000,23100
003A5736,14492.96534,1306000,341112.5,160132.94,3997582.372,19441.01331,1853.17,298029.21,4552.929638,1200231.9,147985.4753,166599.1005,26733.44022,84431.64501,49254.32009,751767.2641,832900,40352
002A5901,55644.89626,2986840,831888.2,690477.75,3997582.372,18281.07992,3365.54,767784.95,10202.45966,1320101,367984.7718,424089.8248,50198.65622,107906.5414,32905.37977,579321.1599,144562.3839,62366
005A5953,10426.51277,2132560,448219.7,328964.88,3997582.372,21939.19217,4558.36,534354.94,6110.779832,1317139.5,258311.163,289116.3881,45706.21209,45881.78586,25062.8485,595659.4312,5000,36001
005A5970,1250,2542600,665758,443346.28,3997582.372,15997.47555,2707.47,655924.18,2826.888988,1334154.5,309320.7467,377725.1834,31669.81456,56207.07201,69000.63922,937648.2183,5000,68240
006A6056,1250.000002,5056480,1113609.9,676410.4,3997582.372,19027.69932,2921.44,1196740.74,2832.746755,1739278.6,618561.5067,693351.0502,84724.6972,122355.2161,72628.68786,247350.229,5000,105150
008A6209,1250.000002,1000,1000698.3,244551.84,3997582.372,20506.19043,3973.83,1051131.21,2121.551216,1573674.6,584455.6345,662203.3841,32123.85195,99723.88525,66354.37532,236189.6637,5000,32912
003A6333,32153.25947,1854280,377863.2,238918.58,3997582.372,19081.47942,5403.8,452123.25,5453.501659,1119264,227642.6834,258423.6811,50354.7102,21689.34631,45182.91615,1878852.089,212993.6768,59077
006A6492,27119.08506,2773000,689150,267877.5,3997582.372,12984.65007,2035.14,556625.1,3101.532757,1421459.1,334948.8336,367732.6203,32564.15795,101023.2494,55895.68439,881580.2555,179709.4841,46451
008A6587,12881.18059,1423000,372090,211471.75,3997582.372,16212.3003,1822.97,321678.27,2094.157485,1149098,171032.1482,175860.7507,58995.59484,90384.94597,53752.54244,1532390.248,5000,30414
004A6708,6133.396713,752320,197430.2,57300.47,3997582.372,23164.17689,2511.88,151427.45,1999.750572,1147847.2,82631.60165,100889.9535,23167.20535,54640.25161,44003.0219,759937.2561,163808.0342,47671
007A7016,7493.916665,1000,238463.5,46739.28,3997582.372,18601.64257,1835.72,188662.69,1809.162069,1114846.5,86666.47071,110719.9014,23625.13686,48233.37057,65506.45118,2463593.909,148441.125,42172
001A7093,18514.13207,2549080,541467,413729.7,3997582.372,10946.37818,2990.2,609253.19,2631.22561,1181650,309128.0187,322745.5715,38990.76096,108240.9951,66158.62496,952668.9237,5000,21491
001A7266,30462.62788,3003760,628077.3,296046.94,3997582.372,13718.30531,4874.5,646898.48,2856.694319,1290627.2,368974.4471,416717.705,36124.4529,100984.1208,48863.33125,471612.3122,105754.1584,19225
003A7273,18227.14462,995320,270123.6,92293.67,3997582.372,21400.92246,2763.91,255339.31,4248.366717,1145964.2,120561.2047,135587.4763,40577.52349,59996.03882,39003.92201,695308.4467,92638.73382,51347
002A7322,24083.16066,1429480,377356.8,177570.28,3997582.372,30565.56781,11123.55,373403.91,3396.219336,1062658.9,165572.2271,195297.0119,46185.78966,84705.5329,74988.02948,2123140.573,5000,53103
002A7324,1327.974992,1119520,228364.5,108574.28,3997582.372,13173.24981,3471.1,217893.06,2093.049403,1218464.1,136271.3368,141865.9921,77728.49674,106727.5595,47799.2463,2444957.34,833000,34328
001A7334,30814.73057,2790640,719107.2,277010.16,3997582.372,27838.62142,5698.3,611873.07,2916.614919,1337453.8,337495.0683,370164.3485,28559.33987,75310.7096,40404.10793,1086348.699,747400,26601
007A7348,38861.07597,3667960,812842.8,327208.44,3997582.372,19628.54819,4363.79,750305.28,2630.962348,1357924,444523.4612,511320.4421,26355.80691,81972.73359,37699.22014,848122.6139,814000,39569
002A7387,1250,1690120,410550,145949.17,3997582.372,24412.33635,4133.14,338983.88,4713.979822,1081108.2,197624.497,221001.0584,48862.74318,104509.19,25937.55009,1023479.293,1456800,30409
003A7556,1250,2233000,438960,367529.78,3997582.372,19579.98034,3880.87,575247.75,5412.062903,1279494.2,265852.5495,295107.2395,38403.18548,45412.4824,58176.95137,1729858.617,176024.3425,55705
004A7570,1250.000001,2165680,559209,288669.88,3997582.372,18019.06909,3854.43,441981.88,2178.596579,1173006.1,262872.0364,287105.977,27330.01527,124705.8054,61839.28274,800787.8485,1309500,79952
008A7589,1250,4129480,986248,263717.3,3997582.372,21788.42605,2953.73,878419.29,2338.349456,1543546.4,493148.8763,625509.1363,22155.0678,84289.67848,53339.14615,348090.6087,206870.995,52637
004A7594,1250.000001,1839160,425840.4,111942.47,3997582.372,9474.833986,2887.67,362061.6,2255.855361,1093370,226011.2914,242298.2692,56608.57583,76899.04763,52136.64134,800217.584,1604100,31664
003A7799,1369.467036,1915120,449818.2,130196.3,3997582.372,17669.87703,4470.9,401693.2,2002.663282,1254368.1,226647.249,247502.4438,23339.59882,102618.3154,48320.3166,651915.601,5000,57314
007A7844,17595.90309,1836280,455761.2,246597.53,3997582.372,17356.23175,2958.52,362026.9,3513.957231,1332191.6,225468.572,242866.2246,34853.56136,79189.47518,67268.6399,847956.1565,139531.0902,29000
007A7962,106387.7333,3350440,715477.6,153814.8,3997582.372,38681.38163,2540.09,716083.85,18015.84578,1482755.9,405276.7973,499631.4495,61456.29347,109271.5889,75825.12735,97196.1547,198048.6605,30586
002A8043,25732.49189,1000,825842.6,42587.125,3997582.372,25345.93595,2048.01,802024.07,2387.1361,1437617.1,416080.3608,471293.9227,40654.13072,103125.1041,70585.34024,902991.2272,5000,24259
006A8068,30916.43329,2019160,433343.8,274869.12,3997582.372,24064.95463,4474.36,445850.69,7832.646743,1121169.5,247113.2719,276568.7478,27031.69289,68202.34297,29384.48448,1382967.609,5000,71464
009A8081,1250,2438920,672459.6,245323.6,3997582.372,11551.18071,2738.74,503283.81,2251.629324,1261664.9,284652.842,301778.101,48039.20167,45356.42455,51139.36245,205597.1322,1379800,30922
002A8580,11419.21031,1474480,390062.9,85824.8,133905.0709,8135.833506,170486.4,380842.33,2239.24572,1112899.1,176999.8693,199022.9457,35844.18054,71607.00312,22411.52484,1679804.933,86106.22677,33736
005A8592,5198.781745,504640,129267.6,60912.39,3997582.372,22972.30706,3489.6,127178.74,2258.362438,1009186.9,59383.02427,63735.44221,34419.44337,93106.16775,56310.99848,3967991.311,5000,42463
009A8626,1307.548389,906760,177378,116739.984,3997582.372,21079.48018,2096.02,231432.26,2016.713242,1230621.8,107400.861,114082.866,33870.67808,10469.85025,73306.06326,756482.0513,758200,32528
008A8641,24150.00166,1000,1085736,285739.78,3997582.372,16932.84129,5706.96,1017789.1,2754.936816,1483727,518367.7253,578564.102,101401.3344,89047.19284,39324.31471,241033.8308,272335.6731,42158
001A8662,8821.987074,842320,208226.7,206592.12,3997582.372,13035.01618,5675.64,183420.68,2135.223221,1053026.8,94596.81629,106931.3899,59070.90341,83249.2181,64406.46554,732610.4432,134350.9092,34166
006A8740,17162.40684,1380520,360591.2,116496.375,3997582.372,16574.06157,1872.94,359581.76,1957.484021,1166074.4,158989.1493,171518.7926,35554.81264,52059.84055,36516.44542,956196.2049,290993.3107,50397
002A8812,37114.47075,4620880,1242234.4,956079.6,3997582.372,16303.60757,14105.8,1124447.26,2990.255016,1649168,557626.4945,650197.363,50843.17032,42152.8691,46222.55571,233082.1448,817300,57527
003A8888,12821.63861,2187280,597583.2,396774.72,3997582.372,8486.007552,8708.25,570758.12,8614.513204,1135294.4,272775.144,296825.7002,35130.46451,111126.0844,22751.12062,903642.7977,1710700,101658
002A8920,20823.85505,983080,234062.4,57895.812,3997582.372,18506.08274,2131.2,234434.5,2901.421397,1231558.4,105462.4573,138481.6275,30434.20022,67400.38329,62713.4203,766456.0969,5000,20162
001A8934,1250.000001,3313000,826160,314344.12,3997582.372,10777.23785,1802.56,849704.37,2155.094154,1524644.5,397840.9798,446604.5567,31474.0563,56654.52928,64269.67158,548432.9811,1115100,35498
008A8998,44785.25989,4167280,1102906.9,77928.64,3997582.372,12365.51271,9325.98,820220.91,3485.094826,1599377.2,508412.9675,578034.665,24381.52388,72785.65161,36703.32597,30763038.66,1300600,19263
007A9002,17031.14055,1686880,450036.3,110691.72,3997582.372,18204.9204,1886.17,338455.8,2556.001928,1143398.1,200477.0392,219457.8116,29563.1537,62107.69382,47237.97799,1429203.032,141149.4892,34526
004A9083,20671.80565,1541800,328704,130624.84,3997582.372,15699.00636,2269.45,317007.78,3131.253051,1215016.4,173349.6106,207642.893,29647.20651,78338.5353,44866.16655,1505380.227,5000,75222
008A9139,13862.30743,2198080,483357.6,307188.62,3997582.372,30243.18512,2582.12,577022.66,2063.301895,1196332.1,253590.2663,288915.1697,42305.22455,81043.30371,53543.6713,432694.0072,864500,24350
001A9181,44089.77372,5832640,1480588.6,101998.97,3997582.372,25529.18785,6661.23,1438040.62,4383.674212,1837007.9,716777.9232,763364.4417,47764.86682,70380.12389,69891.9655,227696.9832,777000,47235
006A9182,1360.265743,1605880,435100.8,135430.12,3997582.372,9083.713028,4671.8,365980.34,2024.31175,1125950,191339.8971,206167.174,29196.34597,31943.34363,70857.03457,1065451.379,219376.4181,38460
005A9727,19241.46716,2177920,498272.8,74579.91,3997582.372,27610.7201,3301.47,436159.12,2012.360484,1205406.9,256057.6604,301096.7571,51184.92083,115983.5884,57096.74792,1414330.618,265699.9479,57331
009A9836,84567.20553,3518560,937038.9,503924.25,1394448.453,19243.27436,1826457.9,762021.25,8827.753838,1459163.6,425556.8896,474306.8217,29021.48807,42009.94896,25330.43173,5135319.278,5000,17417
003A9864,46049.10813,1457560,297381,132876.28,3997582.372,23785.9856,2629.42,375440.43,7396.747351,1214903.8,159568.3443,205802.3404,26216.15039,127620.6247,36456.18656,1264585.009,752000,45368
03A10031,1250.000001,2700280,681568.2,237121.53,3997582.372,31116.94131,3190.97,570593.9,2397.388597,1332723.9,330971.6869,361070.4962,54034.92732,96268.90171,70766.49247,14994473.68,235832.1087,42881
02A10059,1250,3219760,886947.2,382454,3997582.372,4616.93144,4663.04,753214.73,2505.63001,1340254.2,384443.162,482839.8697,36732.51217,27359.02484,39935.03677,267610.1365,752500,42607
01A10137,1835.756458,2081440,529356.4,245034.23,3997582.372,15345.2789,3434.18,410035.76,4454.139685,1212551.5,243058.4688,274332.7866,30604.10013,94591.66656,39582.16496,1834862.019,5000,34242
08A10268,1250.000001,3625120,707710.1,329879.28,3997582.372,39217.14336,3472.73,851908.33,2298.042245,1577889.8,439773.5964,490441.8045,27296.06943,48585.87631,44502.29638,343572.2793,1275400,61309
07A10341,15696.22193,1755280,473168.3,239763.2,3997582.372,17443.10591,2029.28,377052.84,2400.500652,1238056.1,212819.2634,238477.9816,51926.66368,48217.68689,61466.99077,808184.39,5000,30154
03A10397,1250,3989440,997110,478317.3,3997582.372,13154.94938,13772.66,776471.94,3443.273223,1443386.8,488922.312,603452.3118,51129.83511,42793.71176,71076.85257,5077.608427,1186100,18223
05A10446,11110.95836,485920,132006,86752.41,3997582.372,15047.08325,1869.29,98454.61,3296.068649,1036179.06,55215.3354,68780.89114,58073.15676,117479.6393,35820.64625,2234710.287,105754.1584,30176
07A10697,26228.16441,3869560,968214.6,252338.31,3997582.372,15527.17493,14044.84,953479.77,2216.149854,1517069.8,461283.901,537473.8825,115319.376,97388.87356,83960.3178,289720.2244,5000,47028
07A10735,11800.73251,515080,111241.2,89633.16,3997582.372,15867.24854,5822.18,104156.33,3240.326136,958270.06,57056.30775,73026.94682,29888.34143,80601.05101,61263.98999,2053201.125,1007000,101529
02A10776,33786.5651,1572400,396778.5,121128.81,3997582.372,12448.94663,3625.47,330365.02,2080.627523,1272121,179242.8597,207786.8629,54499.86367,123982.5571,60447.35688,18951.50761,1453000,36871
07A10824,14604.28973,2370160,508053.2,297749.4,3997582.372,24448.05861,1871.09,587767.46,7377.81804,1413713.9,290901.5359,322649.0311,44920.26326,60519.04716,63352.28714,806244.0681,825400,28286
06A10865,25533.35867,1000,767254.2,536596.94,3997582.372,25764.49887,3689.91,743061.8,3013.734575,1457434.5,353673.9702,370876.6465,47228.32926,73122.87257,45630.76349,965891.5671,5000,23423
08A10899,12558.1775,2455480,515440.8,345614.44,3997582.372,21568.27013,5165.82,553800.41,7274.99604,1407822,300847.7147,334725.726,36679.2609,51242.25338,49074.49524,490498.4539,152117.9951,54390
03A10934,28345.68416,3810880,742926.6,147028.28,3997582.372,14551.92768,7828.83,980826.99,3460.109474,1389058.9,461493.308,512384.3868,41054.87024,54112.61127,25379.56921,255592.4757,5000,42372
08A10940,35273.62345,2008720,496910.7,229373.8,3997582.372,22606.3125,2257.17,443692.54,3027.573267,1131412.5,230065.3177,275501.4672,51867.79988,60170.46487,46847.19822,1256514.004,5000,27198
08A11036,14033.50824,2195200,443106.5,257145.55,3997582.372,14113.975,2153.37,531476.21,6888.465279,1194328.5,268811.0912,297942.2005,32252.48725,86786.87467,65362.68208,306322.4776,939500,32747
03A11139,14470.3461,2407600,578921,223190.9,3997582.372,4010.057816,2262.79,557813.12,2323.14655,1180702.9,285444.8822,304156.3885,26001.28756,51312.99896,73209.10853,191975.755,854100,33707
06A11177,1250.000001,2367280,567907.2,214403.4,3997582.372,22382.49727,3399.84,588606.6,2118.038807,1277339.1,282379.0559,306436.233,54762.70427,87488.43823,10544.68795,633970.3914,5000,41635
02A11252,15120.81692,3046240,668261,338004.16,3997582.372,19465.32757,11969.49,799274.72,2182.675952,1495691.2,359208.791,407789.3496,57581.12517,78437.20892,43762.07153,1493785.929,1202600,54391
02A11452,21671.14002,2396440,556939.8,185243.97,3997582.372,16654.57716,5334.88,597866.89,2265.778499,1391334.1,284227.7933,326198.5258,34546.80693,45329.30198,65624.61081,586777.5781,284707.3199,43110
07A11483,1250,2113120,515709.3,225276.12,3997582.372,27922.667,6042.74,549605.62,2494.540438,1222298.2,250724.3205,257411.1389,42966.08002,60186.75415,65505.47172,1593667.466,127650.6787,35966
03A11515,39961.78828,3640960,937289.7,652866.25,3997582.372,17260.552,4327.1,772404.53,3019.860895,1510566.2,430249.9307,442000.3284,48100.03302,56779.49542,35124.09309,231792.012,1011500,95063
06A11587,36837.09677,6031000,1432125,902180.9,3997582.372,37876.70617,2586.96,1267852.2,2898.20242,1728210.4,727776.7989,848244.8133,26786.52702,124991.4716,47178.97094,39159.19854,5000,74716
03A11685,14927.01734,1801000,372500,164841.67,3997582.372,28602.50424,5660.22,368962.75,2286.00149,1170200.2,220152.8952,238024.9645,73322.29242,102750.5932,35706.82266,841253.4146,103480.7296,36681
04A11823,36015.17908,4832200,1013210,545463.1,3997582.372,17581.61968,2439.39,1270718.79,3615.153954,1589974.5,596128.2542,673516.8773,41421.63312,54971.40733,52635.44094,231529.7297,5000,55399
04A11889,15973.03154,1384480,320890.5,81340.44,3997582.372,16286.58016,2768.27,272054.27,2279.276559,1112362.8,165471.9384,180624.549,34059.11692,72976.09173,35894.11339,2108137.683,108318.704,28166
